index,Year,Firstname,Lastname,Category,Gender,Birth_Date,Birth_Country_Code,present_birth_country,full_name,day_month
582,1988,Melvin,Schwartz,physics,male,02-11-1932,US,USA,Melvin Schwartz,02-11
583,1988,Leon M.,Lederman,physics,male,15-07-1922,US,USA,Leon M. Lederman,15-07
584,1988,George H.,Hitchings,medicine,male,18-04-1905,US,USA,George H. Hitchings,18-04
585,1988,Hartmut,Michel,chemistry,male,18-07-1948,DE,Germany,Hartmut Michel,18-07
586,1988,Robert,Huber,chemistry,male,20-02-1937,DE,Germany,Robert Huber,20-02
587,1988,Johann,Deisenhofer,chemistry,male,30-09-1943,DE,Germany,Johann Deisenhofer,30-09
588,1988,Naguib,Mahfouz,literature,male,11-12-1911,EG,Egypt,Naguib Mahfouz,11-12
589,1988,Sir James W.,Black,medicine,male,14-06-1924,GB,Scotland,Sir James W. Black,14-06
590,1988,Gertrude B.,Elion,medicine,female,23-01-1918,US,USA,Gertrude B. Elion,23-01
591,1988,Maurice,Allais,economics,male,31-05-1911,FR,France,Maurice Allais,31-05
592,1989,Thomas R.,Cech,chemistry,male,08-12-1947,US,USA,Thomas R. Cech,08-12
593,1989,Sidney,Altman,chemistry,male,07-05-1939,CA,Canada,Sidney Altman,07-05
594,1989,Hans G.,Dehmelt,physics,male,09-09-1922,DE,Germany,Hans G. Dehmelt,09-09
595,1989,Norman F.,Ramsey,physics,male,27-08-1915,US,USA,Norman F. Ramsey,27-08
596,1989,J. Michael,Bishop,medicine,male,22-02-1936,US,USA,J. Michael Bishop,22-02
597,1989,Wolfgang,Paul,physics,male,10-08-1913,DE,Germany,Wolfgang Paul,10-08
598,1989,Trygve,Haavelmo,economics,male,13-12-1911,NO,Norway,Trygve Haavelmo,13-12
599,1989,Camilo José,Cela,literature,male,11-05-1916,ES,Spain,Camilo José Cela,11-05
600,1989,Lhamo,Thondup,peace,male,06-07-1935,CN,China,Lhamo Thondup,06-07
601,1989,Harold E.,Varmus,medicine,male,18-12-1939,US,USA,Harold E. Varmus,18-12
602,1990,Octavio,Paz,literature,male,31-03-1914,MX,Mexico,Octavio Paz,31-03
603,1990,Richard E.,Taylor,physics,male,02-11-1929,CA,Canada,Richard E. Taylor,02-11
604,1990,Henry W.,Kendall,physics,male,09-12-1926,US,USA,Henry W. Kendall,09-12
605,1990,Jerome I.,Friedman,physics,male,28-03-1930,US,USA,Jerome I. Friedman,28-03
606,1990,Harry M.,Markowitz,economics,male,24-08-1927,US,USA,Harry M. Markowitz,24-08
607,1990,Merton H.,Miller,economics,male,16-05-1923,US,USA,Merton H. Miller,16-05
608,1990,Joseph E.,Murray,medicine,male,01-04-1919,US,USA,Joseph E. Murray,01-04
609,1990,Mikhail,Gorbachev,peace,male,02-03-1931,RU,Russia,Mikhail Gorbachev,02-03
610,1990,E. Donnall,Thomas,medicine,male,15-03-1920,US,USA,E. Donnall Thomas,15-03
611,1990,William F.,Sharpe,economics,male,16-06-1934,US,USA,William F. Sharpe,16-06
612,1990,Elias James,Corey,chemistry,male,12-07-1928,US,USA,Elias James Corey,12-07
613,1991,Ronald H.,Coase,economics,male,29-12-1910,GB,United Kingdom,Ronald H. Coase,29-12
614,1991,Nadine,Gordimer,literature,female,20-11-1923,ZA,South Africa,Nadine Gordimer,20-11
615,1991,Bert,Sakmann,medicine,male,12-06-1942,DE,Germany,Bert Sakmann,12-06
616,1991,Pierre-Gilles,de Gennes,physics,male,24-10-1932,FR,France,Pierre-Gilles de Gennes,24-10
617,1991,Aung San Suu Kyi,,peace,female,19-06-1945,MM,Myanmar,Aung San Suu Kyi,19-06
618,1991,Erwin,Neher,medicine,male,20-03-1944,DE,Germany,Erwin Neher,20-03
619,1991,Richard R.,Ernst,chemistry,male,14-08-1933,CH,Switzerland,Richard R. Ernst,14-08
620,1992,Derek,Walcott,literature,male,23-01-1930,LC,Saint Lucia,Derek Walcott,23-01
621,1992,Edmond H.,Fischer,medicine,male,06-04-1920,CN,China,Edmond H. Fischer,06-04
622,1992,Rudolph A.,Marcus,chemistry,male,21-07-1923,CA,Canada,Rudolph A. Marcus,21-07
623,1992,Gary,Becker,economics,male,02-12-1930,US,USA,Gary Becker,02-12
624,1992,Rigoberta,Menchú Tum,peace,female,09-01-1959,GT,Guatemala,Rigoberta Menchú Tum,09-01
625,1992,Georges,Charpak,physics,male,01-08-1924,PL,Poland,Georges Charpak,01-08
626,1992,Edwin G.,Krebs,medicine,male,06-06-1918,US,USA,Edwin G. Krebs,06-06
627,1993,Russell A.,Hulse,physics,male,28-11-1950,US,USA,Russell A. Hulse,28-11
628,1993,Joseph H.,Taylor Jr.,physics,male,29-03-1941,US,USA,Joseph H. Taylor Jr.,29-03
629,1993,Toni,Morrison,literature,female,18-02-1931,US,USA,Toni Morrison,18-02
630,1993,Douglass C.,North,economics,male,05-11-1920,US,USA,Douglass C. North,05-11
631,1993,Michael,Smith,chemistry,male,26-04-1932,GB,United Kingdom,Michael Smith,26-04
632,1993,Phillip A.,Sharp,medicine,male,06-06-1944,US,USA,Phillip A. Sharp,06-06
633,1993,Richard J.,Roberts,medicine,male,06-09-1943,GB,United Kingdom,Richard J. Roberts,06-09
634,1993,Kary B.,Mullis,chemistry,male,28-12-1944,US,USA,Kary B. Mullis,28-12
635,1993,F.W.,de Klerk,peace,male,18-03-1936,ZA,South Africa,F.W. de Klerk,18-03
636,1993,Robert W.,Fogel,economics,male,01-07-1927,US,USA,Robert W. Fogel,01-07
637,1993,Nelson,Mandela,peace,male,18-07-1918,ZA,South Africa,Nelson Mandela,18-07
638,1994,Alfred G.,Gilman,medicine,male,01-07-1941,US,USA,Alfred G. Gilman,01-07
639,1994,Martin,Rodbell,medicine,male,01-12-1925,US,USA,Martin Rodbell,01-12
640,1994,George A.,Olah,chemistry,male,22-05-1927,HU,Hungary,George A. Olah,22-05
641,1994,Bertram N.,Brockhouse,physics,male,15-07-1918,CA,Canada,Bertram N. Brockhouse,15-07
642,1994,Clifford G.,Shull,physics,male,23-09-1915,US,USA,Clifford G. Shull,23-09
643,1994,Kenzaburo,Oe,literature,male,31-01-1935,JP,Japan,Kenzaburo Oe,31-01
644,1994,Yasser,Arafat,peace,male,24-08-1929,EG,Egypt,Yasser Arafat,24-08
645,1994,Yitzhak,Rabin,peace,male,01-03-1922,IL,Israel,Yitzhak Rabin,01-03
646,1994,Shimon,Peres,peace,male,16-08-1923,BY,Belarus,Shimon Peres,16-08
647,1994,John C.,Harsanyi,economics,male,29-05-1920,HU,Hungary,John C. Harsanyi,29-05
648,1994,John F.,Nash Jr.,economics,male,13-06-1928,US,USA,John F. Nash Jr.,13-06
649,1994,Reinhard,Selten,economics,male,05-10-1930,PL,Poland,Reinhard Selten,05-10
650,1995,Frederick,Reines,physics,male,16-03-1918,US,USA,Frederick Reines,16-03
651,1995,Edward B.,Lewis,medicine,male,20-05-1918,US,USA,Edward B. Lewis,20-05
652,1995,Paul J.,Crutzen,chemistry,male,03-12-1933,NL,the Netherlands,Paul J. Crutzen,03-12
653,1995,Mario J.,Molina,chemistry,male,19-03-1943,MX,Mexico,Mario J. Molina,19-03
654,1995,Robert E.,Lucas Jr.,economics,male,15-09-1937,US,USA,Robert E. Lucas Jr.,15-09
655,1995,Seamus,Heaney,literature,male,13-04-1939,GB,Northern Ireland,Seamus Heaney,13-04
656,1995,F. Sherwood,Rowland,chemistry,male,28-06-1927,US,USA,F. Sherwood Rowland,28-06
657,1995,Christiane,Nüsslein-Volhard,medicine,female,20-10-1942,DE,Germany,Christiane Nüsslein-Volhard,20-10
658,1995,Joseph,Rotblat,peace,male,04-11-1908,PL,Poland,Joseph Rotblat,04-11
660,1995,Martin L.,Perl,physics,male,24-06-1927,US,USA,Martin L. Perl,24-06
661,1995,Eric F.,Wieschaus,medicine,male,08-06-1947,US,USA,Eric F. Wieschaus,08-06
662,1996,David M.,Lee,physics,male,20-01-1931,US,USA,David M. Lee,20-01
663,1996,Robert C.,Richardson,physics,male,26-06-1937,US,USA,Robert C. Richardson,26-06
664,1996,Douglas D.,Osheroff,physics,male,01-08-1945,US,USA,Douglas D. Osheroff,01-08
665,1996,Peter C.,Doherty,medicine,male,15-10-1940,AU,Australia,Peter C. Doherty,15-10
666,1996,Rolf M.,Zinkernagel,medicine,male,06-01-1944,CH,Switzerland,Rolf M. Zinkernagel,06-01
667,1996,Richard E.,Smalley,chemistry,male,06-06-1943,US,USA,Richard E. Smalley,06-06
668,1996,Wislawa,Szymborska,literature,female,02-07-1923,PL,Poland,Wislawa Szymborska,02-07
669,1996,Carlos Filipe Ximenes,Belo,peace,male,03-02-1948,TL,East Timor,Carlos Filipe Ximenes Belo,03-02
670,1996,José,Ramos-Horta,peace,male,26-12-1949,TL,East Timor,José Ramos-Horta,26-12
671,1996,Robert F.,Curl Jr.,chemistry,male,23-08-1933,US,USA,Robert F. Curl Jr.,23-08
672,1996,William,Vickrey,economics,male,21-06-1914,CA,Canada,William Vickrey,21-06
673,1996,Sir Harold,Kroto,chemistry,male,07-10-1939,GB,United Kingdom,Sir Harold Kroto,07-10
674,1996,James A.,Mirrlees,economics,male,05-07-1936,GB,Scotland,James A. Mirrlees,05-07
675,1997,Dario,Fo,literature,male,24-03-1926,IT,Italy,Dario Fo,24-03
676,1997,John E.,Walker,chemistry,male,07-01-1941,GB,United Kingdom,John E. Walker,07-01
677,1997,Jens C.,Skou,chemistry,male,08-10-1918,DK,Denmark,Jens C. Skou,08-10
678,1997,Robert C.,Merton,economics,male,31-07-1944,US,USA,Robert C. Merton,31-07
679,1997,Stanley B.,Prusiner,medicine,male,28-05-1942,US,USA,Stanley B. Prusiner,28-05
680,1997,William D.,Phillips,physics,male,05-11-1948,US,USA,William D. Phillips,05-11
681,1997,Myron,Scholes,economics,male,01-07-1941,CA,Canada,Myron Scholes,01-07
682,1997,Claude,Cohen-Tannoudji,physics,male,01-04-1933,DZ,Algeria,Claude Cohen-Tannoudji,01-04
683,1997,Steven,Chu,physics,male,28-02-1948,US,USA,Steven Chu,28-02
684,1997,Jody,Williams,peace,female,09-10-1950,US,USA,Jody Williams,09-10
686,1997,Paul D.,Boyer,chemistry,male,31-07-1918,US,USA,Paul D. Boyer,31-07
687,1998,Amartya,Sen,economics,male,03-11-1933,IN,India,Amartya Sen,03-11
688,1998,Horst L.,Störmer,physics,male,06-04-1949,DE,Germany,Horst L. Störmer,06-04
689,1998,José,Saramago,literature,male,16-11-1922,PT,Portugal,José Saramago,16-11
690,1998,Daniel C.,Tsui,physics,male,28-02-1939,CN,China,Daniel C. Tsui,28-02
691,1998,Walter,Kohn,chemistry,male,09-03-1923,AT,Austria,Walter Kohn,09-03
692,1998,Robert F.,Furchgott,medicine,male,04-06-1916,US,USA,Robert F. Furchgott,04-06
693,1998,Louis J.,Ignarro,medicine,male,31-05-1941,US,USA,Louis J. Ignarro,31-05
694,1998,Ferid,Murad,medicine,male,14-09-1936,US,USA,Ferid Murad,14-09
695,1998,John,Pople,chemistry,male,31-10-1925,GB,United Kingdom,John Pople,31-10
696,1998,John,Hume,peace,male,18-01-1937,GB,Northern Ireland,John Hume,18-01
697,1998,David,Trimble,peace,male,15-10-1944,GB,Northern Ireland,David Trimble,15-10
698,1998,Robert B.,Laughlin,physics,male,01-11-1950,US,USA,Robert B. Laughlin,01-11
699,1999,Günter,Grass,literature,male,16-10-1927,PL,Poland,Günter Grass,16-10
700,1999,Ahmed,Zewail,chemistry,male,26-02-1946,EG,Egypt,Ahmed Zewail,26-02
702,1999,Martinus J.G.,Veltman,physics,male,27-06-1931,NL,the Netherlands,Martinus J.G. Veltman,27-06
703,1999,Gerardus,'t Hooft,physics,male,05-07-1946,NL,the Netherlands,Gerardus 't Hooft,05-07
704,1999,Robert,Mundell,economics,male,24-10-1932,CA,Canada,Robert Mundell,24-10
705,1999,Günter,Blobel,medicine,male,21-05-1936,PL,Poland,Günter Blobel,21-05
706,2000,Alan,MacDiarmid,chemistry,male,14-04-1927,NZ,New Zealand,Alan MacDiarmid,14-04
707,2000,Xingjian,Gao,literature,male,04-01-1940,CN,China,Xingjian Gao,04-01
708,2000,Daniel L.,McFadden,economics,male,29-07-1937,US,USA,Daniel L. McFadden,29-07
709,2000,James J.,Heckman,economics,male,19-04-1944,US,USA,James J. Heckman,19-04
710,2000,Hideki,Shirakawa,chemistry,male,20-08-1936,JP,Japan,Hideki Shirakawa,20-08
711,2000,Alan,Heeger,chemistry,male,22-01-1936,US,USA,Alan Heeger,22-01
712,2000,Paul,Greengard,medicine,male,11-12-1925,US,USA,Paul Greengard,11-12
713,2000,Herbert,Kroemer,physics,male,25-08-1928,DE,Germany,Herbert Kroemer,25-08
714,2000,Zhores,Alferov,physics,male,15-03-1930,BY,Belarus,Zhores Alferov,15-03
715,2000,Kim,Dae-jung,peace,male,03-12-1925,KR,South Korea,Kim Dae-jung,03-12
716,2000,Eric,Kandel,medicine,male,07-11-1929,AT,Austria,Eric Kandel,07-11
717,2000,Arvid,Carlsson,medicine,male,25-01-1923,SE,Sweden,Arvid Carlsson,25-01
718,2000,Jack,Kilby,physics,male,08-11-1923,US,USA,Jack Kilby,08-11
719,2001,George A.,Akerlof,economics,male,17-06-1940,US,USA,George A. Akerlof,17-06
720,2001,Kofi,Annan,peace,male,08-04-1938,GH,Ghana,Kofi Annan,08-04
722,2001,V. S.,Naipaul,literature,male,17-08-1932,TT,Trinidad and Tobago,V. S. Naipaul,17-08
723,2001,Joseph E.,Stiglitz,economics,male,09-02-1943,US,USA,Joseph E. Stiglitz,09-02
725,2001,Barry,Sharpless,chemistry,male,28-04-1941,US,USA,Barry Sharpless,28-04
726,2001,Ryoji,Noyori,chemistry,male,03-09-1938,JP,Japan,Ryoji Noyori,03-09
727,2001,William,Knowles,chemistry,male,01-06-1917,US,USA,William Knowles,01-06
728,2001,Carl,Wieman,physics,male,26-03-1951,US,USA,Carl Wieman,26-03
729,2001,Wolfgang,Ketterle,physics,male,21-10-1957,DE,Germany,Wolfgang Ketterle,21-10
730,2001,Eric,Cornell,physics,male,19-12-1961,US,USA,Eric Cornell,19-12
731,2001,Sir Paul,Nurse,medicine,male,25-01-1949,GB,United Kingdom,Sir Paul Nurse,25-01
732,2001,Tim,Hunt,medicine,male,19-02-1943,GB,United Kingdom,Tim Hunt,19-02
733,2001,Leland,Hartwell,medicine,male,30-10-1939,US,USA,Leland Hartwell,30-10
734,2002,Jimmy,Carter,peace,male,01-10-1924,US,USA,Jimmy Carter,01-10
735,2002,Imre,Kertész,literature,male,09-11-1929,HU,Hungary,Imre Kertész,09-11
736,2002,Daniel,Kahneman,economics,male,05-03-1934,IL,Israel,Daniel Kahneman,05-03
737,2002,Kurt,Wüthrich,chemistry,male,04-10-1938,CH,Switzerland,Kurt Wüthrich,04-10
738,2002,Koichi,Tanaka,chemistry,male,03-08-1959,JP,Japan,Koichi Tanaka,03-08
739,2002,John B.,Fenn,chemistry,male,15-06-1917,US,USA,John B. Fenn,15-06
740,2002,Vernon L.,Smith,economics,male,01-01-1927,US,USA,Vernon L. Smith,01-01
741,2002,Masatoshi,Koshiba,physics,male,19-09-1926,JP,Japan,Masatoshi Koshiba,19-09
742,2002,Raymond,Davis Jr.,physics,male,14-10-1914,US,USA,Raymond Davis Jr.,14-10
743,2002,John E.,Sulston,medicine,male,27-03-1942,GB,United Kingdom,John E. Sulston,27-03
744,2002,H. Robert,Horvitz,medicine,male,08-05-1947,US,USA,H. Robert Horvitz,08-05
745,2002,Sydney,Brenner,medicine,male,13-01-1927,ZA,South Africa,Sydney Brenner,13-01
746,2002,Riccardo,Giacconi,physics,male,06-10-1931,IT,Italy,Riccardo Giacconi,06-10
747,2003,Shirin,Ebadi,peace,female,21-06-1947,IR,Iran,Shirin Ebadi,21-06
748,2003,Clive W.J.,Granger,economics,male,04-09-1934,GB,United Kingdom,Clive W.J. Granger,04-09
749,2003,Robert F.,Engle III,economics,male,10-11-1942,US,USA,Robert F. Engle III,10-11
750,2003,Roderick,MacKinnon,chemistry,male,19-02-1956,US,USA,Roderick MacKinnon,19-02
751,2003,Peter,Agre,chemistry,male,30-01-1949,US,USA,Peter Agre,30-01
752,2003,Anthony J.,Leggett,physics,male,26-03-1938,GB,United Kingdom,Anthony J. Leggett,26-03
753,2003,Vitaly L.,Ginzburg,physics,male,04-10-1916,RU,Russia,Vitaly L. Ginzburg,04-10
754,2003,Sir Peter,Mansfield,medicine,male,09-10-1933,GB,United Kingdom,Sir Peter Mansfield,09-10
755,2003,Paul C.,Lauterbur,medicine,male,06-05-1929,US,USA,Paul C. Lauterbur,06-05
756,2003,J. M.,Coetzee,literature,male,09-02-1940,ZA,South Africa,J. M. Coetzee,09-02
757,2003,Alexei,Abrikosov,physics,male,25-06-1928,RU,Russia,Alexei Abrikosov,25-06
758,2004,Edward C.,Prescott,economics,male,26-12-1940,US,USA,Edward C. Prescott,26-12
759,2004,Irwin,Rose,chemistry,male,16-07-1926,US,USA,Irwin Rose,16-07
760,2004,Finn E.,Kydland,economics,male,01-12-1943,NO,Norway,Finn E. Kydland,01-12
761,2004,Wangari,Maathai,peace,female,01-04-1940,KE,Kenya,Wangari Maathai,01-04
762,2004,Elfriede,Jelinek,literature,female,20-10-1946,AT,Austria,Elfriede Jelinek,20-10
763,2004,Avram,Hershko,chemistry,male,31-12-1937,HU,Hungary,Avram Hershko,31-12
764,2004,David J.,Gross,physics,male,19-02-1941,US,USA,David J. Gross,19-02
765,2004,Frank,Wilczek,physics,male,15-05-1951,US,USA,Frank Wilczek,15-05
766,2004,H. David,Politzer,physics,male,31-08-1949,US,USA,H. David Politzer,31-08
767,2004,Linda B.,Buck,medicine,female,29-01-1947,US,USA,Linda B. Buck,29-01
768,2004,Richard,Axel,medicine,male,02-07-1946,US,USA,Richard Axel,02-07
769,2004,Aaron,Ciechanover,chemistry,male,01-10-1947,IL,Israel,Aaron Ciechanover,01-10
770,2005,Harold,Pinter,literature,male,10-10-1930,GB,United Kingdom,Harold Pinter,10-10
771,2005,Thomas C.,Schelling,economics,male,14-04-1921,US,USA,Thomas C. Schelling,14-04
772,2005,Mohamed,ElBaradei,peace,male,17-06-1942,EG,Egypt,Mohamed ElBaradei,17-06
774,2005,Richard R.,Schrock,chemistry,male,04-01-1945,US,USA,Richard R. Schrock,04-01
775,2005,Robert H.,Grubbs,chemistry,male,27-02-1942,US,USA,Robert H. Grubbs,27-02
776,2005,Robert J.,Aumann,economics,male,08-06-1930,DE,Germany,Robert J. Aumann,08-06
777,2005,Theodor W.,Hänsch,physics,male,30-10-1941,DE,Germany,Theodor W. Hänsch,30-10
778,2005,John L.,Hall,physics,male,21-08-1934,US,USA,John L. Hall,21-08
779,2005,Roy J.,Glauber,physics,male,01-09-1925,US,USA,Roy J. Glauber,01-09
780,2005,J. Robin,Warren,medicine,male,11-06-1937,AU,Australia,J. Robin Warren,11-06
781,2005,Barry J.,Marshall,medicine,male,30-09-1951,AU,Australia,Barry J. Marshall,30-09
782,2005,Yves,Chauvin,chemistry,male,10-10-1930,BE,Belgium,Yves Chauvin,10-10
784,2006,Muhammad,Yunus,peace,male,28-06-1940,BD,Bangladesh,Muhammad Yunus,28-06
785,2006,Orhan,Pamuk,literature,male,07-06-1952,TR,Turkey,Orhan Pamuk,07-06
786,2006,Edmund S.,Phelps,economics,male,26-07-1933,US,USA,Edmund S. Phelps,26-07
787,2006,Roger D.,Kornberg,chemistry,male,24-04-1947,US,USA,Roger D. Kornberg,24-04
788,2006,George F.,Smoot,physics,male,20-02-1945,US,USA,George F. Smoot,20-02
789,2006,Craig C.,Mello,medicine,male,18-10-1960,US,USA,Craig C. Mello,18-10
790,2006,Andrew Z.,Fire,medicine,male,27-04-1959,US,USA,Andrew Z. Fire,27-04
791,2006,John C.,Mather,physics,male,07-08-1946,US,USA,John C. Mather,07-08
792,2007,Roger B.,Myerson,economics,male,29-03-1951,US,USA,Roger B. Myerson,29-03
793,2007,Eric S.,Maskin,economics,male,12-12-1950,US,USA,Eric S. Maskin,12-12
794,2007,Leonid,Hurwicz,economics,male,21-08-1917,RU,Russia,Leonid Hurwicz,21-08
795,2007,Al,Gore,peace,male,31-03-1948,US,USA,Al Gore,31-03
797,2007,Gerhard,Ertl,chemistry,male,10-10-1936,DE,Germany,Gerhard Ertl,10-10
798,2007,Doris,Lessing,literature,female,22-10-1919,IR,Iran,Doris Lessing,22-10
799,2007,Albert,Fert,physics,male,07-03-1938,FR,France,Albert Fert,07-03
800,2007,Oliver,Smithies,medicine,male,23-06-1925,GB,United Kingdom,Oliver Smithies,23-06
801,2007,Sir Martin J.,Evans,medicine,male,01-01-1941,GB,United Kingdom,Sir Martin J. Evans,01-01
802,2007,Mario R.,Capecchi,medicine,male,06-10-1937,IT,Italy,Mario R. Capecchi,06-10
803,2007,Peter,Grünberg,physics,male,18-05-1939,CZ,Czech Republic,Peter Grünberg,18-05
804,2008,Martti,Ahtisaari,peace,male,23-06-1937,FI,Finland,Martti Ahtisaari,23-06
805,2008,Jean-Marie Gustave,Le Clézio,literature,male,13-04-1940,FR,France,Jean-Marie Gustave Le Clézio,13-04
806,2008,Roger Y.,Tsien,chemistry,male,01-02-1952,US,USA,Roger Y. Tsien,01-02
807,2008,Martin,Chalfie,chemistry,male,15-01-1947,US,USA,Martin Chalfie,15-01
808,2008,Osamu,Shimomura,chemistry,male,27-08-1928,JP,Japan,Osamu Shimomura,27-08
809,2008,Toshihide,Maskawa,physics,male,07-02-1940,JP,Japan,Toshihide Maskawa,07-02
810,2008,Paul,Krugman,economics,male,28-02-1953,US,USA,Paul Krugman,28-02
811,2008,Yoichiro,Nambu,physics,male,18-01-1921,JP,Japan,Yoichiro Nambu,18-01
812,2008,Luc,Montagnier,medicine,male,18-08-1932,FR,France,Luc Montagnier,18-08
813,2008,Françoise,Barré-Sinoussi,medicine,female,30-07-1947,FR,France,Françoise Barré-Sinoussi,30-07
814,2008,Harald,zur Hausen,medicine,male,11-03-1936,DE,Germany,Harald zur Hausen,11-03
815,2008,Makoto,Kobayashi,physics,male,07-04-1944,JP,Japan,Makoto Kobayashi,07-04
816,2009,Oliver E.,Williamson,economics,male,27-09-1932,US,USA,Oliver E. Williamson,27-09
817,2009,Elinor,Ostrom,economics,female,07-08-1933,US,USA,Elinor Ostrom,07-08
818,2009,Barack,Obama,peace,male,04-08-1961,US,USA,Barack Obama,04-08
819,2009,Herta,Müller,literature,female,17-08-1953,RO,Romania,Herta Müller,17-08
820,2009,Ada E.,Yonath,chemistry,female,22-06-1939,IL,Israel,Ada E. Yonath,22-06
821,2009,Thomas A.,Steitz,chemistry,male,23-08-1940,US,USA,Thomas A. Steitz,23-08
823,2009,George E.,Smith,physics,male,10-05-1930,US,USA,George E. Smith,10-05
824,2009,Charles K.,Kao,physics,male,04-11-1933,CN,China,Charles K. Kao,04-11
825,2009,Jack W.,Szostak,medicine,male,09-11-1952,GB,United Kingdom,Jack W. Szostak,09-11
826,2009,Carol W.,Greider,medicine,female,15-04-1961,US,USA,Carol W. Greider,15-04
827,2009,Elizabeth H.,Blackburn,medicine,female,26-11-1948,AU,Australia,Elizabeth H. Blackburn,26-11
828,2009,Willard S.,Boyle,physics,male,19-08-1924,CA,Canada,Willard S. Boyle,19-08
829,2010,Dale T.,Mortensen,economics,male,02-02-1939,US,USA,Dale T. Mortensen,02-02
830,2010,Mario,Vargas Llosa,literature,male,28-03-1936,PE,Peru,Mario Vargas Llosa,28-03
831,2010,Christopher A.,Pissarides,economics,male,20-02-1948,CY,Cyprus,Christopher A. Pissarides,20-02
832,2010,Xiaobo,Liu,peace,male,28-12-1955,CN,China,Xiaobo Liu,28-12
833,2010,Akira,Suzuki,chemistry,male,12-09-1930,JP,Japan,Akira Suzuki,12-09
834,2010,Peter A.,Diamond,economics,male,29-04-1940,US,USA,Peter A. Diamond,29-04
835,2010,Richard F.,Heck,chemistry,male,15-08-1931,US,USA,Richard F. Heck,15-08
836,2010,Konstantin,Novoselov,physics,male,23-08-1974,RU,Russia,Konstantin Novoselov,23-08
837,2010,Andre,Geim,physics,male,21-10-1958,RU,Russia,Andre Geim,21-10
838,2010,Robert G.,Edwards,medicine,male,27-09-1925,GB,United Kingdom,Robert G. Edwards,27-09
839,2010,Ei-ichi,Negishi,chemistry,male,14-07-1935,CN,China,Ei-ichi Negishi,14-07
840,2011,Christopher A.,Sims,economics,male,21-10-1942,US,USA,Christopher A. Sims,21-10
841,2011,Tawakkol,Karman,peace,female,07-02-1979,YE,Yemen,Tawakkol Karman,07-02
842,2011,Leymah,Gbowee,peace,female,01-02-1972,LR,Liberia,Leymah Gbowee,01-02
843,2011,Ellen,Johnson Sirleaf,peace,female,29-10-1938,LR,Liberia,Ellen Johnson Sirleaf,29-10
844,2011,Tomas,Tranströmer,literature,male,15-04-1931,SE,Sweden,Tomas Tranströmer,15-04
845,2011,Dan,Shechtman,chemistry,male,24-01-1941,IL,Israel,Dan Shechtman,24-01
846,2011,Thomas J.,Sargent,economics,male,19-07-1943,US,USA,Thomas J. Sargent,19-07
847,2011,Brian P.,Schmidt,physics,male,24-02-1967,US,USA,Brian P. Schmidt,24-02
849,2011,Ralph M.,Steinman,medicine,male,14-01-1943,CA,Canada,Ralph M. Steinman,14-01
850,2011,Jules A.,Hoffmann,medicine,male,02-08-1941,LU,Luxembourg,Jules A. Hoffmann,02-08
851,2011,Bruce A.,Beutler,medicine,male,29-12-1957,US,USA,Bruce A. Beutler,29-12
852,2011,Adam G.,Riess,physics,male,16-12-1969,US,USA,Adam G. Riess,16-12
853,2012,Lloyd S.,Shapley,economics,male,02-06-1923,US,USA,Lloyd S. Shapley,02-06
854,2012,Alvin E.,Roth,economics,male,18-12-1951,US,USA,Alvin E. Roth,18-12
856,2012,Mo,Yan,literature,male,02-02-1955,CN,China,Mo Yan,02-02
857,2012,Brian,Kobilka,chemistry,male,30-05-1955,US,USA,Brian Kobilka,30-05
858,2012,Robert J.,Lefkowitz,chemistry,male,15-04-1943,US,USA,Robert J. Lefkowitz,15-04
859,2012,Serge,Haroche,physics,male,11-09-1944,MA,Morocco,Serge Haroche,11-09
860,2012,Shinya,Yamanaka,medicine,male,04-09-1962,JP,Japan,Shinya Yamanaka,04-09
861,2012,Sir John B.,Gurdon,medicine,male,02-10-1933,GB,United Kingdom,Sir John B. Gurdon,02-10
862,2012,David J.,Wineland,physics,male,24-02-1944,US,USA,David J. Wineland,24-02
863,2013,Robert J.,Shiller,economics,male,29-03-1946,US,USA,Robert J. Shiller,29-03
864,2013,Arieh,Warshel,chemistry,male,20-11-1940,IL,Israel,Arieh Warshel,20-11
865,2013,Lars Peter,Hansen,economics,male,26-10-1952,US,USA,Lars Peter Hansen,26-10
866,2013,Eugene F.,Fama,economics,male,14-02-1939,US,USA,Eugene F. Fama,14-02
868,2013,Alice,Munro,literature,female,10-07-1931,CA,Canada,Alice Munro,10-07
869,2013,Michael,Levitt,chemistry,male,09-05-1947,ZA,South Africa,Michael Levitt,09-05
870,2013,Martin,Karplus,chemistry,male,15-03-1930,AT,Austria,Martin Karplus,15-03
871,2013,Peter,Higgs,physics,male,29-05-1929,GB,United Kingdom,Peter Higgs,29-05
872,2013,François,Englert,physics,male,06-11-1932,BE,Belgium,François Englert,06-11
873,2013,Thomas C.,Südhof,medicine,male,22-12-1955,DE,Germany,Thomas C. Südhof,22-12
874,2013,Randy W.,Schekman,medicine,male,30-12-1948,US,USA,Randy W. Schekman,30-12
875,2013,James E.,Rothman,medicine,male,03-11-1950,US,USA,James E. Rothman,03-11
876,2014,Jean,Tirole,economics,male,09-08-1953,FR,France,Jean Tirole,09-08
877,2014,Malala,Yousafzai,peace,female,12-07-1997,PK,Pakistan,Malala Yousafzai,12-07
878,2014,Patrick,Modiano,literature,male,30-07-1945,FR,France,Patrick Modiano,30-07
